,Interested_in,City,Disposition,Referer,Campaign,Disp
17792,",Current Account",Jhansi,Not Contactable-Busy,Savings Account-6 percent,Yes_Bank_WC_Savings_Account-facebook,NC
17793,",Credit Card,Current Account",Imphal,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Competitors-facebook,Customer Disconnected
17794,,Agra,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
17795,",Credit Card",Haveri,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA-affiliate,NC
17796,,Angul,Not Contactable-Busy,Savings Account customizable - Wishfin,Deal4loans,NC
17797,",Credit Card",Cuttack,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA-affiliate,NC
17798,"Business Loan, Savings Account ,",Chennai,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17799,"Savings Account ,",Chennai,Not Contactable-Language Barrier,Current Account,Current_Account_Lookalike,NC
17800,",Credit Card",Coimbatore,Not Contactable-Not reachable / Switched Off ,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance-facebook,NC
17801,",Credit Card,Loans,Current Account,Trading Account",Surat,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA-affiliate,Customer Disconnected
17802,",Credit Card,Loans",Kanpur,Not Contactable-Ringing No Response,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Payment_Wallet-facebook,NC
17803,",Loans",Jalor,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance,Customer Disconnected
17804,"POS Machine, Business Loan, Savings Account ,",Bangalore,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17805,,Bangalore,Not Contactable-Busy,Savings Account customizable,Search_PAN_India_Core_Yes_Insta_Mobile_Exact_New_LP-google,NC
17806,",Current Account",Bharatpur,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17807,",Credit Card,Loans,Current Account,Trading Account",Yadgir,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,NC
17808,"Savings Account ,",Vadodara,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
17809,,Ahmedabad,Not Contactable-Busy,Savings Account customizable,mailer_Apoxy_6percent_SA,NC
17810,",Loans",Chennai,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17811,",Current Account",Gurgaon,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17812,",Loans",Chittaurgarh,Not Contactable-Ringing No Response,Savings Account-6 percent,Yes_Bank_WC_Savings_Account,NC
17813,",Trading Account",Pune,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17814,,New Delhi,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_BMM_New_LP,NC
17815,"Business Loan,",Chennai,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
17816,Saving Account,Hyderabad,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,NC
17817,",Credit Card",Patna,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Payment_Wallet,Customer Disconnected
17818,",Trading Account",Jaipur,Customer Disconnected,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,Customer Disconnected
17819,",Trading Account",Ahmedabad,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17820,",Credit Card",Hyderabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17821,",Credit Card,Trading Account",Bhubhaneshwar,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_Exact_New_LP,NC
17822,",Loans",Bengaluru Rural,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Competitors,Customer Disconnected
17823,"Business Loan, Business Credit Cards, Savings Account ,",Chennai,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_B2B,NC
17824,",Credit Card,Loans,Current Account,Trading Account",Sawai Madhopur,Not Contactable-Ringing No Response,Savings Account customizable,PB_6pecent,NC
17825,"Savings Account ,",Tiruppur,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17826,,Vijayawada,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
17827,",Credit Card,Loans,Current Account,Trading Account",Ahmedabad,Not Contactable-Number temporary Not in Service ,Savings Account customizable,PB_6pecent,NC
17828,Saving Account,Noida,Not Contactable-Ringing No Response,Savings Account-6 percent,Yes_Bank_WC_Savings_Account,NC
17829,",Current Account,Trading Account",Tirupati,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17830,,Ahmedabad,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17831,",Current Account",Jammu,Customer Disconnected,Savings Account-6 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,Customer Disconnected
17832,",Trading Account",Jaipur,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17833,"Business Loan, Business Credit Cards,",Chennai,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_B2B,NC
17834,"Business Credit Cards, Savings Account ,",Siliguri,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17835,",Trading Account",Bhubhaneshwar,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17836,"Savings Account ,",Nellore,Customer Disconnected,Current Account,Current_Account_Lookalike,Customer Disconnected
17837,"Savings Account ,",Erode,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
17838,,New Delhi,Not Contactable-Ringing No Response,Current Account,YES_Bank_Current_Account_Brand_BMM_Mobile,NC
17839,",Current Account,Trading Account",Ahmedabad,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17840,",Current Account",Belgaum,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17841,"Business Credit Cards,",Chennai,Customer Disconnected,Current Account,Current_Account_Lookalike,Customer Disconnected
17842,,Malappuram,Not Contactable-Language Barrier,Current Account,YES_Bank_Current_Account_Core_Exact_Mobile,NC
17843,",Loans,Current Account",Baran,Not Contactable-Ringing No Response,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Competitors,NC
17844,"Business Loan, Savings Account ,",Bangalore,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
17845,,Dewas,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17846,",Credit Card,Current Account",Ghaziabad,Customer Disconnected,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_Exact_New_LP,Customer Disconnected
17847,"Savings Account ,",Bareilly,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_B2B,NC
17848,,Gandhidham,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17849,,Bhubhaneshwar,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17850,",Credit Card,Loans,Current Account,Trading Account",Nellore,Not Contactable-Language Barrier,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17851,",Current Account,Trading Account",Gurgaon,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17852,"Savings Account ,",Salem,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17853,",Trading Account",Kullu,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17854,",Credit Card,Loans,Current Account,Trading Account",Patna,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17855,"POS Machine, Business Loan, Business Credit Cards,",Aurangabad,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_B2B,NC
17856,",Credit Card",New Delhi,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17857,,Bangalore,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,NC
17858,",Credit Card",Howrah,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17859,"Savings Account ,",Hyderabad,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
17860,,Vizag,Customer Disconnected,Savings Account-70 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,Customer Disconnected
17861,"Savings Account ,",Bikaner,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_Lookalike,NC
17862,"Business Credit Cards, Savings Account ,",Ahmadnagar,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
17863,"Business Loan, Business Credit Cards, Savings Account ,",Ongole,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17864,"Business Credit Cards, Savings Account ,",Aurangabad,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17865,",Credit Card",Jhajjar,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17866,",Credit Card,Loans,Current Account,Trading Account",Yamuna Nagar,Not Contactable-Number temporary Not in Service ,Savings Account-6 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17867,"POS Machine, Business Credit Cards, Savings Account ,",Vijayawada,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17868,",Trading Account",Moradabad,Not Contactable-Not reachable / Switched Off ,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance,NC
17869,",Trading Account",Jamshedpur,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account,Customer Disconnected
17870,",Trading Account",Thane,Not Contactable-Busy,Savings Account-6 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,NC
17871,",Current Account",Jammu,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_BMM_New_LP,NC
17872,"Business Credit Cards, Savings Account ,",Rohtak,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17873,",Loans",Sangli,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account,Customer Disconnected
17874,,Dhanbad,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17875,"Business Loan,",Srinagar,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17876,"Business Loan,",Bhubhaneshwar,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17877,",Trading Account",Kanpur,Customer Disconnected,Savings Account-70 percent,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,Customer Disconnected
17878,",Current Account",Indore,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account,Customer Disconnected
17879,",Credit Card,Loans,Current Account,Trading Account",Ongole,Not Contactable-Wrong Number / Number does not exist,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17880,"POS Machine,",Bangalore,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
17881,"POS Machine, Business Loan, Business Credit Cards,",Bangalore,Customer Disconnected,Current Account,Current_Account_Lookalike,Customer Disconnected
17882,"Savings Account ,",Chennai,Not Contactable-Language Barrier,Current Account,Current_Account_B2B,NC
17883,,Kochi,Not Contactable-Ringing No Response,Current Account,YES_Bank_Current_Account_Core_BMM_Desktop,NC
17884,"POS Machine, Business Loan, Business Credit Cards, Savings Account ,",Siliguri,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17885,"Business Credit Cards,",Raipur,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
17886,",Credit Card",Guntur,Not Contactable-Language Barrier,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Payment_Wallet,NC
17887,"Savings Account ,",New Delhi,Customer Disconnected,Current Account,YES_Bank_Current_Account_Core_BMM_Mobile,Customer Disconnected
17888,",Loans",Betul,Not Contactable-Busy,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Payment_Wallet,NC
17889,"Savings Account ,",Kota,Not Contactable-Ringing No Response,Current Account,YES_Bank_Current_Account_Core_BMM_Mobile,NC
17890,",Current Account",Ghaziabad,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17891,"Savings Account ,",Chennai,Not Contactable-Ringing No Response,Current Account,Current_Account_Lookalike,NC
17892,"Business Credit Cards, Savings Account ,",Ahmedabad,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17893,"Savings Account ,",Hyderabad,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17894,",Credit Card",Jaipur,Not Contactable-Busy,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance,NC
17895,"Savings Account ,",Bhubhaneshwar,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17896,"Business Credit Cards,",East Delhi,Not Contactable-Busy,Current Account,Current_Account_Lookalike,NC
17897,",Trading Account",Varanasi,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17898,",Trading Account",Gurgaon,Not Contactable-Ringing No Response,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,NC
17899,,Ghaziabad,Customer Disconnected,Savings Account-70 percent,Search_PAN_India_Core_Yes_Insta_Mobile_BMM_New_LP,Customer Disconnected
17900,",Trading Account",Bangalore,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA,Customer Disconnected
17901,"Savings Account ,",Chennai,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17902,"Savings Account ,",Bangalore,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17903,"POS Machine, Business Loan, Business Credit Cards, Savings Account ,",Bhopal,Customer Disconnected,Current Account,Current_Account_B2B,Customer Disconnected
17904,",Credit Card,Current Account",Gorakhpur,Not Contactable-Busy,Savings Account customizable,mailer_Dangleads_6percent_SA,NC
17905,"Business Credit Cards,",Ahmadnagar,Not Contactable-Not reachable / Switched Off ,Current Account,Current_Account_Lookalike,NC
17906,,Chennai,Not Contactable-Ringing No Response,Savings Account customizable,PB_6pecent,NC
17907,",Current Account",Pune,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Competition_Yes_Insta_Mobile_Exact_New_LP,NC
17908,,Mumbai,Not Contactable-Ringing No Response,Current Account,Current_Account_B2B,NC
17909,,Mumbai,Not Contactable-Wrong Number / Number does not exist,Current Account,Current_Account_B2B,NC
17910,",Credit Card,Loans,Current Account,Trading Account",Bhubhaneshwar,Not Contactable-Ringing No Response,Savings Account customizable,Search_PAN_India_Core_Yes_Insta_Mobile_Exact_New_LP,NC
17911,,Bhubhaneshwar,Customer Disconnected,Savings Account-6 percent,Yes_Bank_WC_Savings_Account_Investment_Finance,Customer Disconnected
